osm_id,name,description,category,amenity_type,access,capacity,rating,latitude,longitude
n367982956,Alexandria Volunteer Fire Station Company 205,,fire_station,fire_station,,,,38.8067815,-77.0527923
n367985991,"Fairfax County Fire / Rescue Crosspointe, Station 41",,fire_station,fire_station,,,,38.7195245,-77.2787095
n367986003,Fort Belvoir Fire Department Station 66,,fire_station,fire_station,,,,38.7151992,-77.1761477
n367986007,Fairfax County Fire / Rescue Service,,fire_station,fire_station,,,,38.8401523,-77.2430927
n367986098,Fairfax County Fire Marshal,,fire_station,fire_station,,,,38.840569,-77.3083202
n367986191,George Mason Regional Library,,library,library,,,,38.8274394,-77.1862359
n367986365,GMU Arlington Campus Library,,library,library,,,,38.885012,-77.1001766
n367986370,Johnson Center Library,,library,library,,,,38.8295877,-77.3072043
n367986375,George Mason University Law Library,,library,library,,,,38.8851119,-77.1002563
n367986482,Kingstowne Library,,library,library,,,,38.7400386,-77.1646166
n367988215,Lake Ridge Neighborhood Library,,library,library,,,,38.6760793,-77.2814268
n367988417,Arlington Police Station,,police,police,,,,38.8899085,-77.0832045
n367988719,Fairfax County Police Headquarters,,police,police,,,,38.8451125,-77.311929
n367988734,Fairfax County Police Station Number 4,,police,police,,,,38.837387,-77.1641107
n367988797,Fairfax County Police Academy,,police,police,,,,38.8401941,-77.2425563
n367988805,Fairfax County Police Station Number 7,,police,police,,,,38.783175,-77.2371119
n367988810,Fairfax County Police Station Number 6,,police,police,,,,38.7811246,-77.1480228
n367989069,"Virginia State Police Division 7 Headquarters, Area 9 Office, and Area 48 Office",,police,police,,,,38.8245563,-77.283397
n367989077,Fairfax County Police Department Communications Traffic and Administrative Support,,police,police,,,,38.8397578,-77.2433601
n367989151,Falls Church County Sheriff's Office,,police,police,,,,38.8856363,-77.1726819
n367989156,Fairfax County Sheriff's Office Confinement and Support Services Division,,police,police,,,,38.8433247,-77.3095285
n367989619,Fairfax County Police Department Mount Vernon District Station,,police,police,,,,38.74166,-77.07691
n367989660,Falls Church Police Department,,police,police,,,,38.88566,-77.17256
n367989684,Fairfax County Sheriff's Office Administrative Services Division,,police,police,,,,38.84652,-77.30686
n367989771,Fairfax County Police Victim Services Section,,police,police,,,,38.845029,-77.3117742
n367989810,Arlington County Sheriff's Office,,police,police,,,,38.8899223,-77.0830812
n367989834,Prince William County Police Crossing Guards Bureau,,police,police,,,,38.6730478,-77.340211
n367990104,Nannie J Lee Community Center,,community_centre,community_centre,,,,38.797474,-77.0528146
n367990724,Falls Church City Hall,,townhall,townhall,,,,38.8842785,-77.1727581
n367990730,Fairfax City Hall,,townhall,townhall,,,,38.8409429,-77.3081539
n419267705,Buzz Bakeshop,One of the wonderful neighbourhood cafes that makes Old Town area so special.,cafe,cafe,,,,38.8215956,-77.0476465
n439657308,Recycling Bins,"NOT accepted here:  light bulbs, windows, and mirrors.

only accepted are glass bottles and jars.",recycling,recycling,,,,38.8178408,-77.2228213
n439661403,Walgreens,,pharmacy,pharmacy,,,,38.8178514,-77.2759974
n452865764,The Pentagon,,bicycle_parking,bicycle_parking,,,,38.8695212,-77.0596005
n459806168,Bank of America,,bank,bank,,,,38.8918304,-77.0851889
n459806169,Truist,,bank,bank,,,,38.8909384,-77.0859673
n459806171,Euro Market,,cafe,cafe,,,,38.891441,-77.086067
n462067205,The Salsa Room,,bar,bar,,,,38.9310786,-77.236436
n462067206,Spring Hill Fire Station 29,,fire_station,fire_station,,,,38.9291992,-77.2392886
n463052303,CVS Pharmacy,,pharmacy,pharmacy,,,,38.8910272,-77.0853067
n471927493,Panera Bread,,fast_food,fast_food,,,,38.9210439,-77.2358308
n495894272,Ted's Bulletin,,restaurant,restaurant,,,,38.9588362,-77.3584551
n500471544,Pizza Hut,,restaurant,restaurant,,,,38.7777552,-77.2655228
n501513417,Sydenstricker Commuter Lot,,parking,parking,,,,38.7558581,-77.237946
n501537778,Five Guys,,fast_food,fast_food,,,,38.7142224,-77.2623523
n504906984,American Express,,bureau_de_change,bureau_de_change,,,,38.8649906,-77.0628078
n534022924,CVS Pharmacy,,pharmacy,pharmacy,,,,38.9049655,-77.2588142
n565547060,Lebanese Taverna,,restaurant,restaurant,,,,38.8636498,-77.0628941
n565625803,Lucky Danger,,restaurant,restaurant,,,,38.8639013,-77.0627941
n565625973,Basic Burger,,restaurant,restaurant,,,,38.8636034,-77.0626036
n568721905,Starbucks,,cafe,cafe,,,,38.8537314,-77.0491962
n568721907,Ruth's Chris Steak House,,restaurant,restaurant,,,,38.853524,-77.048379
n568723100,Dunkin',,fast_food,fast_food,,,,38.8602604,-77.0560317
n568723104,Bank of America,,bank,bank,,,,38.8603849,-77.0534606
n568942924,Five Guys,,fast_food,fast_food,,,,38.890678,-77.0874363
n568942926,Starbucks,,cafe,cafe,,,,38.890166,-77.086002
n571864982,Galaxy Hut,,pub,pub,,,,38.8896232,-77.091012
n571865059,Mele Bistro,,restaurant,restaurant,,,,38.8942247,-77.0788799
n571865062,Eclairons,,cafe,cafe,,,,38.894064,-77.079181
n571865078,Pho 75,authentic Vietnamese beef noodle soup,restaurant,restaurant,,,,38.8942539,-77.0787995
n571865129,Rosslyn Spectrum,,theatre,theatre,,,,38.8950706,-77.0691333
n571865134,For Five Coffee Roasters,,cafe,cafe,,,,38.8960729,-77.0705613
n572274776,Shamshiry,Traditional Persian Cuisine,restaurant,restaurant,,,,38.928583,-77.245623
n573578417,Domino's,,fast_food,fast_food,,,,38.9047818,-77.2591092
n573588630,The Virginian Restaurant,,restaurant,restaurant,,,,38.904148,-77.260176
n573752061,Starbucks,,cafe,cafe,,,,38.9216092,-77.2362427
n574869086,Wells Fargo,,bank,bank,,,,38.8945903,-77.0724548
n574875871,Manhattan Cafe & Catering,,cafe,cafe,,,,38.893692,-77.071404
n574976218,Propark America,1st hour -$6 2nd hour -$11 Each extra hour -$2 Max rate - $23 per 24 hour,parking,parking,,,,38.8952264,-77.0729968
n574979330,Coffee Express,,cafe,cafe,,,,38.8946085,-77.07258
n575047102,Ideal Dentistry,,dentist,dentist,,,,38.89154,-77.0816086
n575192132,Smoothie King,,fast_food,fast_food,,,,38.8646365,-77.0625527
n575192720,Sandella's Flatbread Cafe,,cafe,cafe,,,,38.8645487,-77.0625742
n575381781,Earl's,,restaurant,restaurant,,,,38.8900738,-77.0899888
n575396992,Ambar Clarendon,,restaurant,restaurant,,,,38.8887448,-77.0934243
n575981123,Starbucks,,cafe,cafe,,,,38.833819,-77.3072088
n576159146,PNC Bank,,bank,bank,,,,38.8965291,-77.0705998
n576182857,International Place,,parking,parking,,,,38.8961821,-77.0705661
n576212072,Chipotle,,fast_food,fast_food,,,,38.8953405,-77.0705227
n577249779,The Auld Shebeen,,pub,pub,,,,38.8469424,-77.3061948
n578402212,Sawatdee,,restaurant,restaurant,,,,38.8897078,-77.0863491
n581073669,Blessing Cafe,,cafe,cafe,,,,38.929157,-77.248847
n581252705,Thai Noi,,restaurant,restaurant,,,,38.8854904,-77.1419711
n581252707,Lost Dog Cafe,,restaurant,restaurant,,,,38.8854538,-77.1418623
n600244495,Villa Bella Italian Restaurant,,restaurant,restaurant,,,,38.7881237,-77.3013517
n600244503,Accotink Unitarian Universalist Church,,place_of_worship,place_of_worship,,,,38.7741999,-77.2973572
n601513200,Starbucks,,cafe,cafe,,,,38.7870681,-77.2968981
n601513204,Dairy Queen,,fast_food,fast_food,,,,38.7879188,-77.3014361
n616694480,Gathering Grounds,,cafe,cafe,,,,38.825464,-77.314627
n626289382,Cinema Arts Theatre,,cinema,cinema,,,,38.8449557,-77.2753324
n656469055,Moby Dick House of Kebob,,restaurant,restaurant,,,,38.8850514,-77.094503
n656473574,The Cheesecake Factory,,restaurant,restaurant,,,,38.8879723,-77.0933012
n657019754,Subway,,fast_food,fast_food,,,,38.884279,-77.0939473
n657034116,Mexicali Blues,,restaurant,restaurant,,,,38.888415,-77.0939634
n657037837,Spice Kraft,,restaurant,restaurant,,,,38.887225,-77.09479
n659559193,West Falls Church–VT (Bus Bay A),,bus_station,bus_station,,,,38.9011219,-77.1895526
n661436563,Jammin Java,,bar,bar,,,,38.9041815,-77.261163
n662064834,Pasara,,restaurant,restaurant,,,,38.803843,-77.0646424
n662066499,Potbelly,,fast_food,fast_food,,,,38.803277,-77.0622116
n663102954,Citibank,,bank,bank,,,,38.9033344,-77.2623612
n663102955,Chipotle,,fast_food,fast_food,,,,38.9036072,-77.2620944
n663104641,Exxon,,fuel,fuel,,,,38.9067171,-77.2584211
n663894666,Northwest Federal Credit Union,,bank,bank,,,,38.9042995,-77.2610132
n663917550,El Pollo Rico,,fast_food,fast_food,,,,38.8839606,-77.1006934
n663917555,Atlantic Parking,,parking,parking,,,,38.8807566,-77.1055531
n663918412,Starbucks,,cafe,cafe,,,,38.8829782,-77.1036556
n663920282,Super Pollo,,fast_food,fast_food,,,,38.8782583,-77.1216787
n674490413,CVS Pharmacy,,pharmacy,pharmacy,,,,38.8878146,-77.2437118
n674490414,Pizza Boli's,,fast_food,fast_food,,,,38.8872384,-77.2437011
n689780638,Parcel Plus,,post_office,post_office,,,,38.9048465,-77.2590154
n689780641,Popeyes,,fast_food,fast_food,,,,38.9046608,-77.2592299
n702326284,Chipotle,,fast_food,fast_food,,,,38.8525979,-77.3270817
n761252947,Taco Bell,,fast_food,fast_food,,,,38.9155593,-77.2370318
n761320920,PassionFish,,restaurant,restaurant,,,,38.958037,-77.3599772
n761405874,Lost Dog Cafe,,pub,pub,,,,38.8622972,-77.0874952
n765750806,Subway,,fast_food,fast_food,,,,38.8043289,-77.0610424
n765750809,Quattro Formaggi,,fast_food,fast_food,,,,38.804797,-77.060935
n765750824,Starbucks,,cafe,cafe,,,,38.8026221,-77.0620045
n777755643,Lebanese Taverna,,restaurant,restaurant,,,,38.8856556,-77.142259
n778710048,Exxon,,fuel,fuel,,,,38.9159854,-77.2375616
n778710049,Shell,,fuel,fuel,,,,38.9165364,-77.2381946
n778710050,Sunoco,,fuel,fuel,,,,38.9010205,-77.2242149
n778710051,Sunoco,,fuel,fuel,,,,38.9002356,-77.2242257
n778710052,Shell,,fuel,fuel,,,,38.8885857,-77.242496
n784760140,Coyote Grille,,restaurant,restaurant,,,,38.8453109,-77.3005675
n784760143,Main Street Bagel Deli,,restaurant,restaurant,,,,38.8453464,-77.3007419
n796154333,Madigans,,restaurant,restaurant,,,,38.6832538,-77.2590715
n827080119,Abi Azteca Grill,,restaurant,restaurant,,,,38.8626897,-77.0882404
n827080140,City Kabob House,,fast_food,fast_food,,,,38.8628197,-77.0882822
n832367321,Starbucks,,cafe,cafe,,,,38.958847,-77.3590716
n832367334,Ben & Jerry's,,ice_cream,ice_cream,,,,38.9588364,-77.3574433
n832367351,Jackson's,,restaurant,restaurant,,,,38.9577858,-77.3587967
n844292001,Old Dominion Pizza Company,,restaurant,restaurant,,,,38.8475341,-77.3049354
n844292003,Exxon,,fuel,fuel,,,,38.8581557,-77.3070093
n844292004,Denny's,road name was changed; official website has old name (Lee Highway) instead of new (Fairfax Boulevard),restaurant,restaurant,,,,38.8582888,-77.3064506
n861623083,Starbucks,,cafe,cafe,,,,38.8693745,-77.1516065
n862399720,Moe's Southwest Grill,,fast_food,fast_food,,,,38.8509904,-77.132505
n862400672,Panera Bread,,fast_food,fast_food,,,,38.8515043,-77.1321199
n875436870,Third Baptist Church,,place_of_worship,place_of_worship,,,,38.8090191,-77.0493002
n875506954,Laporta's,,restaurant,restaurant,,,,38.8039754,-77.0582489
n875506960,Stage Door Deli,,fast_food,fast_food,,,,38.805917,-77.054519
n875506961,Rock it Grill,,pub,pub,,,,38.806128,-77.054344
n875506964,Joe Theismann's,,restaurant,restaurant,,,,38.8058373,-77.0599143
n875506971,Community Presbyterian Church,,place_of_worship,place_of_worship,,,,38.8101581,-77.0513449
n875506972,Antioch Church of Christ,,place_of_worship,place_of_worship,,,,38.8077998,-77.0516975
n875506974,Goody's Carryout,,restaurant,restaurant,,,,38.807838,-77.051173
n875506983,Bastille,,restaurant,restaurant,,,,38.817576,-77.040666
n875506984,Starbucks,,cafe,cafe,,,,38.8111965,-77.0503723
n875529354,Rosemarino d'Italia,,restaurant,restaurant,,,,38.8234414,-77.0580045
n875529366,CVS Pharmacy,,pharmacy,pharmacy,,,,38.820614,-77.0546034
n899260216,Washington & Old Dominion Caboose,,tourism,tourism,,,,38.8730824,-77.132593
n906163821,Einstein Bros. Bagels,,fast_food,fast_food,,,,38.8417665,-77.2714281
n915877485,Chima,,restaurant,restaurant,,,,38.9145451,-77.2206349
n916267347,Sushi Rock,,restaurant,restaurant,,,,38.891679,-77.081158
n920435448,FedEx,,post_box,post_box,,,,38.9456054,-77.3396482
n921195224,Popeyes,,fast_food,fast_food,,,,38.9478754,-77.3575068
n922361144,Five Guys,,fast_food,fast_food,,,,38.9522124,-77.3491828
n924685949,Exxon Mobil,,fuel,fuel,,,,38.9513932,-77.3358103
n927130487,Sunoco,,fuel,fuel,,,,38.9381703,-77.3294548
n928094840,Starbucks,,cafe,cafe,,,,38.9520118,-77.3474561
n929733648,Dunkin',,fast_food,fast_food,customers,,,38.851553,-77.0421413
n929738395,Il Viaggio,,restaurant,restaurant,customers,,,38.8523531,-77.0427893
n929738448,Vino Volo,,bar,bar,,,,38.8526748,-77.0427228
n929738563,Capital One,,bank,bank,,,,38.8522487,-77.0424968
n929743080,Smashburger,,fast_food,fast_food,customers,,,38.854272,-77.0417088
n929766245,Subway,,fast_food,fast_food,,,,38.7514616,-77.2645337
n929766247,Baskin-Robbins,,ice_cream,ice_cream,,,,38.7515594,-77.2653296
n929766267,Chopsticks Express,,fast_food,fast_food,,,,38.7514947,-77.2651303
n929766278,Giant Pharmacy,,pharmacy,pharmacy,,,,38.7518276,-77.2640864
n929766281,Starbucks,,cafe,cafe,,,,38.7527394,-77.2651473
n932654239,Exxon Mobil,,fuel,fuel,,,,38.9471558,-77.3569131
n941676869,Five Guys,,fast_food,fast_food,customers,,,38.8560151,-77.0429707
n945270780,Artisphere,,arts_centre,arts_centre,,,,38.8951919,-77.0697944
n945270828,Capital One,,bank,bank,,,,38.894856,-77.070264
n950679113,Ballston Plaza II Parking,,parking_entrance,parking_entrance,yes,,,38.8840855,-77.117418
n950682893,Sunoco,,fuel,fuel,,,,38.885715,-77.1177704
n993824455,Capital One,,atm,atm,,,,38.8556476,-77.0435909
n993828992,kapnos Taverna,,pub,pub,customers,,,38.8561026,-77.0426333
n993829376,Georgeteon Gourmet Market,,cafe,cafe,customers,,,38.8559564,-77.0425832
n1025789813,Stray Cat Bar & Grill,,restaurant,restaurant,,,,38.8853619,-77.1415998
n1025789829,Golden Valet Dry Cleaning & Laundry,,laundry,laundry,,,,38.8852977,-77.1412565
n1038764529,Kungfu Kitchen,,restaurant,restaurant,,,,38.808777,-77.086633
n1038764546,Panera Bread,,fast_food,fast_food,,,,38.8090281,-77.0861834
n1058126486,Church of the Spirit,,place_of_worship,place_of_worship,,,,38.7686867,-77.1335179
n1058126487,PenFed Credit Union,,bank,bank,,,,38.7682643,-77.133556
n1058126488,PenFed Credit Union,,atm,atm,,,,38.768189,-77.1335775
n1126573178,Dunkin',,fast_food,fast_food,,,,38.772192,-77.17098
n1126573179,Z Pizza,,fast_food,fast_food,,,,38.7724805,-77.1710818
n1126573180,Bertucci's,,restaurant,restaurant,,,,38.7750441,-77.1710389
n1126573181,Starbucks,Starbucks Reserve-Clover Brewed,cafe,cafe,,,,38.7752394,-77.1710603
n1126573184,Jason's Crab House,,restaurant,restaurant,,,,38.7698748,-77.1699339
n1134164428,Wendy's,,fast_food,fast_food,,,,38.866109,-77.2305597
n1134164430,Starbucks,,cafe,cafe,,,,38.8664348,-77.2300448
n1134164441,Panda Express,,fast_food,fast_food,,,,38.867007,-77.2289987
n1189596351,Toby's Homemade Ice Cream & Coffee,,ice_cream,ice_cream,,,,38.885337,-77.1406621
n1189596442,Grand Hunan,,restaurant,restaurant,,,,38.885293,-77.1405872
n1189596911,Westover Taco,,restaurant,restaurant,,,,38.8855099,-77.1404946
n1222773369,CVS Pharmacy,,pharmacy,pharmacy,,,,38.9002108,-77.1561741
n1222775402,Elevation Burger,,fast_food,fast_food,,,,38.8973463,-77.1382417
n1222775407,Chesapeake Bagel Bakery,,fast_food,fast_food,,,,38.8974062,-77.1383291
n1222775635,pie-tanza,,restaurant,restaurant,,,,38.8976338,-77.1387754
n1222775645,Taqueria el Poblano,,restaurant,restaurant,,,,38.8976067,-77.138732
n1233193607,Super Chicken,,restaurant,restaurant,,,,38.920567,-77.23514
n1233506298,Burke Farmers Market,"Saturdays, May 3-November 22;8 a.m.-Noon #osmgeoweek #GisNova",marketplace,marketplace,,,,38.7971003,-77.2982721
n1233568231,Kingstowne Farmers Market,"Seasonal market, operated in Kingstowne Town Centert; opening_hours are for 2011, will need to be updated in 2012",marketplace,marketplace,,,,38.7729292,-77.1355789
n1233568233,McLean Farmers Market,Farmers Market in McLean Va,marketplace,marketplace,,,,38.9284172,-77.1913095
n1233568234,Lorton Farmers Market,Lorton Va Farmers Market,marketplace,marketplace,,,,38.7151747,-77.213651
n1233568237,Vienna/Oakton Farmers Market,"Seasonal market, operated out of the Oak Marr Park & RECenters parking lot; opening_hours are for 2011, will need to be updated in 2012",marketplace,marketplace,,,,38.8743933,-77.3156847
